pH 2.17,pH 5.75,pH 7.73,pH 10.36,pH 13.15
2.18,5.7396,7.7225,10.366,13.1547
2.174,5.7488,7.7069,10.3758,13.1609
2.167,5.7333,7.7127,10.3729,13.1654
2.181,5.7451,7.7228,10.3745,13.1604
2.184,5.7356,7.7199,10.3643,13.1371
2.186,5.7457,7.7136,10.3691,13.1686
2.177,5.7412,7.7125,10.3712,13.1623
2.194,5.7503,7.7269,10.3719,13.1735
2.166,5.7366,7.7267,10.3723,13.1405
2.185,5.7281,7.6987,10.3665,13.155
2.186,5.7429,7.6987,10.3673,13.1476
2.167,5.7538,7.7215,10.3977,13.1296
2.171,5.7436,7.723,10.373,13.1534
2.176,5.7558,7.7155,10.358,13.1525
2.163,5.7606,7.7283,10.3676,13.158
2.172,5.7587,7.7061,10.3675,13.1591
2.18,5.7494,7.721,10.3741,13.1426
2.162,5.7383,7.7181,10.3625,13.1425
2.172,5.7394,7.7121,10.3935,13.1604
2.173,5.7563,7.7092,10.3752,13.168
2.175,5.7626,7.7235,10.3707,13.1455
2.178,5.7535,7.7104,10.364,13.1498
2.175,5.7459,7.7221,10.371,13.1466
2.173,5.7421,7.7202,10.3661,13.1355
2.187,5.7622,7.7183,10.3496,13.1476
2.185,5.7446,7.7329,10.3702,13.1653
2.181,5.7614,7.7172,10.3542,13.15
2.176,5.748,7.7047,10.3749,13.1295
2.179,5.7527,7.7139,10.3686,13.1541
2.18,5.7435,7.7049,10.3809,13.1504
2.178,5.7477,7.7233,10.3597,13.1776
2.162,5.7466,7.7153,10.3686,13.1328
2.166,5.7418,7.6909,10.3623,13.1698
2.188,5.7456,7.7236,10.3712,13.1538
2.18,5.7518,7.7184,10.381,13.1471
2.192,5.7414,7.7189,10.3802,13.155
2.188,5.731,7.7257,10.3753,13.1414
2.174,5.7617,7.7165,10.3544,13.1384
2.171,5.7554,7.7151,10.3654,13.1545
2.192,5.7421,7.7216,10.3554,13.1461
2.173,5.7557,7.7127,10.3716,13.1653
2.192,5.7622,7.7202,10.3725,13.1459
2.17,5.7623,7.7234,10.3699,13.1725
2.178,5.7607,7.7179,10.3778,13.1576
2.177,5.7341,7.7226,10.3738,13.1722
2.169,5.7439,7.7149,10.3862,13.107
2.18,5.7307,7.7138,10.3671,13.1328
2.187,5.7654,7.7154,10.3644,13.1486
2.179,5.7479,7.7056,10.3645,13.1451
2.171,5.7527,7.7216,10.3729,13.153
2.185,5.7517,7.7112,10.3694,13.1525
2.172,5.7329,7.7146,10.3658,13.1515
2.183,5.7631,7.7041,10.3599,13.1333
2.172,5.7491,7.7157,10.3614,13.1536
2.177,5.7488,7.7233,10.3656,13.1429
2.181,5.7477,7.7028,10.3641,13.1527
2.177,5.768,7.7256,10.3674,13.1471
2.182,5.764,7.7063,10.3581,13.1312
2.179,5.7551,7.7144,10.3677,13.1484
2.182,5.7546,7.7061,10.3551,13.1556
2.18,5.7476,7.7146,10.3557,13.1506
2.174,5.7604,7.7286,10.3724,13.1717
2.193,5.7398,7.7406,10.3679,13.127
2.187,5.7535,7.7233,10.3608,13.153
2.182,5.7441,7.7174,10.3768,13.141
2.193,5.7427,7.7082,10.3552,13.1623
2.175,5.7567,7.7236,10.361,13.1579
2.204,5.7468,7.7207,10.377,13.157
2.173,5.7469,7.7296,10.3584,13.1372
2.178,5.7576,7.7302,10.371,13.1586
2.176,5.7562,7.7197,10.3737,13.1343
2.187,5.7551,7.7319,10.3645,13.1772
2.169,5.7405,7.7222,10.3646,13.1723
2.184,5.753,7.719,10.3671,13.1642
2.164,5.7661,7.7252,10.3706,13.1425
2.181,5.752,7.728,10.3804,13.1712
2.171,5.7525,7.7242,10.3867,13.1508
2.175,5.7474,7.7186,10.363,13.1743
2.177,5.758,7.7306,10.3699,13.1501
2.181,5.7367,7.7138,10.3703,13.134
2.173,5.7513,7.7131,10.359,13.143
2.177,5.7501,7.7174,10.3732,13.157
2.176,5.7555,7.7106,10.3655,13.1628
2.188,5.748,7.7242,10.3706,13.1634
2.178,5.7453,7.7342,10.3535,13.1406
2.188,5.7436,7.7073,10.3592,13.1634
2.182,5.7672,7.7216,10.3829,13.1686
2.173,5.7539,7.7194,10.3747,13.1605
2.181,5.7503,7.7104,10.3673,13.1493
2.179,5.7467,7.7072,10.3464,13.1342
2.17,5.755,7.7065,10.3729,13.1291
2.169,5.7581,7.7219,10.3709,13.1655
2.173,5.7534,7.7168,10.3671,13.1317
2.176,5.7453,7.7111,10.3831,13.1324
2.178,5.7636,7.7126,10.3721,13.1489
2.175,5.7362,7.7109,10.3817,13.1255
2.185,5.7552,7.7178,10.3788,13.1429
2.164,5.7298,7.721,10.3501,13.149
2.175,5.741,7.715,10.3626,13.1475
2.195,5.7576,7.7123,10.3614,13.1442
2.194,5.7501,7.7387,10.3709,13.127
2.192,5.7455,7.7227,10.3794,13.1531
2.171,5.7475,7.7307,10.3798,13.1637
2.169,5.7516,7.7198,10.3621,13.1756
2.201,5.7502,7.704,10.3697,13.138
2.175,5.7527,7.7091,10.3718,13.1369
2.18,5.7544,7.7078,10.3797,13.1592
2.177,5.747,7.715,10.3707,13.1516
2.186,5.741,7.7165,10.3774,13.1762
2.178,5.7508,7.7262,10.3579,13.1558
2.18,5.7378,7.7168,10.3607,13.1555
2.179,5.7654,7.7119,10.3732,13.1599
2.18,5.7566,7.7099,10.377,13.151
2.177,5.7647,7.725,10.3653,13.1567
2.178,5.7475,7.7144,10.3856,13.1256
2.166,5.7456,7.7215,10.3718,13.1548
2.168,5.7412,7.722,10.3633,13.1512
2.186,5.7521,7.7225,10.3726,13.1397
2.174,5.7507,7.7208,10.3762,13.1536
2.169,5.7379,7.7155,10.3613,13.1642
2.171,5.7559,7.7166,10.3826,13.1533
2.182,5.7674,7.7101,10.3639,13.1709
2.168,5.7559,7.7143,10.3708,13.1572
2.183,5.7533,7.7327,10.3793,13.1376
2.174,5.7495,7.7143,10.3695,13.1321
2.174,5.7453,7.7247,10.3645,13.1438
2.185,5.7597,7.7014,10.3621,13.1392
2.176,5.7432,7.7104,10.376,13.1409
2.171,5.735,7.7323,10.3759,13.1448
2.175,5.7652,7.7228,10.3697,13.1467
2.184,5.7499,7.7251,10.3638,13.169
2.179,5.7484,7.7247,10.3922,13.149
2.175,5.7548,7.7153,10.3733,13.1258
2.169,5.7655,7.7034,10.3745,13.1504
2.173,5.7416,7.7199,10.3584,13.1335
2.174,5.7458,7.7165,10.3527,13.1298
2.175,5.75,7.7181,10.3732,13.1512
2.185,5.7666,7.7198,10.3748,13.1637
2.17,5.7426,7.7009,10.3648,13.1547
2.184,5.7397,7.73,10.371,13.1466
2.17,5.7494,7.7085,10.3555,13.1466
2.167,5.7448,7.7175,10.352,13.1525
2.177,5.7489,7.7346,10.3652,13.1563
2.16,5.7649,7.7213,10.3583,13.1767
2.19,5.7434,7.725,10.3704,13.115
2.169,5.7501,7.7046,10.3677,13.1401
2.164,5.755,7.7178,10.3756,13.1421
2.177,5.7591,7.7313,10.3625,13.1462
2.187,5.753,7.7239,10.3792,13.1504
2.184,5.7421,7.7238,10.3655,13.1502
2.169,5.7488,7.7159,10.3695,13.1388
2.166,5.7565,7.7194,10.3923,13.1457
2.191,5.7626,7.7266,10.3747,13.1728
2.19,5.748,7.7167,10.3625,13.1641
2.17,5.7592,7.7056,10.3755,13.1588
2.177,5.7483,7.7225,10.3748,13.1191
2.179,5.757,7.7226,10.368,13.1557
2.175,5.7432,7.7255,10.383,13.1352
2.184,5.7496,7.7016,10.3812,13.1401
2.18,5.7416,7.7132,10.3669,13.1563
2.187,5.7468,7.7089,10.3688,13.1712
2.18,5.7526,7.7177,10.357,13.1537
2.171,5.7534,7.7156,10.377,13.1559
2.181,5.7554,7.7241,10.382,13.1455
2.176,5.7611,7.7169,10.3793,13.1527
2.182,5.7598,7.7219,10.3585,13.1478
2.179,5.7612,7.7207,10.3599,13.1371
2.166,5.743,7.7075,10.3652,13.1601
2.176,5.7562,7.7089,10.3725,13.1769
2.179,5.7489,7.7166,10.3748,13.16
2.165,5.7656,7.717,10.373,13.1503
2.178,5.7492,7.6873,10.3879,13.1508
2.174,5.7659,7.7356,10.3659,13.1375
2.179,5.7495,7.7231,10.3645,13.1457
2.17,5.7545,7.7089,10.3578,13.148
2.171,5.7383,7.706,10.3725,13.1363
2.186,5.7471,7.7101,10.384,13.1648
2.185,5.7416,7.7241,10.3605,13.1446
2.175,5.7624,7.7295,10.3755,13.1348
2.194,5.7693,7.7347,10.379,13.133
2.175,5.7579,7.7355,10.3857,13.1559
2.183,5.7582,7.7109,10.3751,13.1492
2.171,5.7589,7.7127,10.3631,13.1434
2.184,5.7486,7.7416,10.3758,13.1338
2.187,5.748,7.7382,10.3709,13.1545
2.171,5.7567,7.7069,10.3713,13.1466
2.169,5.7428,7.7355,10.3761,13.1455
2.177,5.7316,7.722,10.3775,13.1416
2.192,5.7675,7.7154,10.3584,13.1347
2.177,5.7665,7.7264,10.3826,13.1441
2.178,5.7634,7.7141,10.3651,13.1434
2.187,5.7612,7.7288,10.3676,13.1603
2.181,5.7516,7.7116,10.3655,13.1748
2.192,5.7521,7.7155,10.3844,13.1468
2.18,5.7428,7.7247,10.3656,13.1342
2.181,5.7552,7.7175,10.3531,13.1378
2.172,5.7606,7.721,10.3733,13.1611
2.187,5.7577,7.7183,10.3768,13.1444
2.182,5.7499,7.7254,10.3777,13.1604
2.175,5.7588,7.7325,10.3624,13.1488
2.18,5.7517,7.7072,10.3722,13.163
2.172,5.7502,7.7116,10.3653,13.1562
2.163,5.7675,7.7238,10.3781,13.1279
2.166,5.7673,7.7195,10.354,13.1592
2.181,5.7626,7.7241,10.3898,13.1355
2.162,5.7526,7.727,10.3664,13.1536
2.188,5.7486,7.724,10.3763,13.157
2.18,5.7435,7.7222,10.3851,13.1713
2.173,5.755,7.7241,10.3747,13.1247
2.177,5.7429,7.7233,10.3645,13.173
2.177,5.7412,7.7064,10.3706,13.1411
2.166,5.7427,7.7213,10.364,13.1631
2.175,5.7505,7.7235,10.3815,13.1707
2.17,5.7465,7.7128,10.3644,13.1443
2.179,5.7565,7.7233,10.3775,13.1405
2.178,5.7691,7.7323,10.3633,13.1766
2.19,5.7545,7.7268,10.3725,13.1584
2.184,5.7477,7.7235,10.3724,13.143
2.176,5.7555,7.7153,10.3805,13.1483
2.185,5.756,7.7268,10.385,13.1417
2.177,5.7586,7.7228,10.3834,13.1755
2.173,5.7653,7.7198,10.3625,13.1486
2.168,5.7441,7.7354,10.365,13.1521
2.171,5.754,7.7365,10.3652,13.1543
2.183,5.7628,7.7232,10.3843,13.1401
2.181,5.7574,7.7289,10.3776,13.1518
2.176,5.7653,7.7101,10.3803,13.1153
2.172,5.7556,7.7227,10.3593,13.1399
2.176,5.7563,7.7309,10.3708,13.1468
2.172,5.7606,7.7228,10.3695,13.171
2.179,5.7587,7.7189,10.3702,13.1515
2.17,5.7539,7.7229,10.3712,13.1672
2.181,5.7512,7.7145,10.3746,13.1684
2.164,5.7631,7.7291,10.3838,13.1679
2.175,5.7683,7.728,10.3734,13.1462
2.177,5.7635,7.7226,10.3685,13.1669
2.175,5.7589,7.7195,10.3946,13.151
2.193,5.7399,7.7185,10.3598,13.1331
2.179,5.7431,7.7237,10.3678,13.1467
2.173,5.759,7.7251,10.3761,13.1607
2.182,5.7514,7.7382,10.3753,13.1505
2.188,5.7774,7.7257,10.3705,13.1398
2.178,5.764,7.7203,10.3707,13.1545
2.185,5.7479,7.7227,10.3872,13.1516
2.161,5.7621,7.7151,10.3748,13.1336
2.182,5.7671,7.7044,10.3697,13.1385
2.18,5.766,7.717,10.3678,13.1466
2.19,5.7432,7.725,10.3698,13.1505
2.194,5.7723,7.7264,10.361,13.1513
2.195,5.7493,7.7162,10.3712,13.1629
2.178,5.7528,7.7226,10.3837,13.159
2.171,5.7654,7.709,10.3751,13.1635
2.167,5.75,7.7223,10.3725,13.1606
2.183,5.7551,7.7231,10.3775,13.14
2.183,5.7607,7.7097,10.3783,13.1475
2.178,5.7543,7.7216,10.3703,13.1454
2.176,5.7659,7.7243,10.3687,13.1654
2.184,5.772,7.729,10.3763,13.14
2.189,5.7591,7.7279,10.3761,13.1501
2.19,5.7572,7.7212,10.3576,13.191
2.186,5.7484,7.729,10.3707,13.1542
2.165,5.7535,7.7219,10.3818,13.1577
2.18,5.7719,7.7204,10.3799,13.1613
2.185,5.7503,7.7203,10.3985,13.134
2.174,5.7567,7.7331,10.3605,13.1312
2.186,5.783,7.7399,10.3894,13.1578
2.183,5.7577,7.7265,10.3666,13.1292
2.186,5.7638,7.7097,10.3669,13.162
2.174,5.7591,7.7387,10.3786,13.1556
2.186,5.7547,7.7365,10.3884,13.1507
2.198,5.7666,7.724,10.3712,13.1222
2.173,5.7568,7.7234,10.3689,13.1458
2.16,5.7691,7.715,10.3753,13.1311
2.17,5.7484,7.7221,10.3772,13.1339
2.177,5.7834,7.7063,10.369,13.1666
2.177,5.7535,7.7282,10.3746,13.146
2.169,5.7497,7.7235,10.392,13.1426
2.174,5.7688,7.726,10.3734,13.1472
2.166,5.752,7.7315,10.3725,13.1123
2.197,5.7699,7.707,10.3726,13.1576
2.181,5.7639,7.7188,10.3834,13.1348
2.162,5.7552,7.717,10.3648,13.1751
2.181,5.7603,7.7215,10.3777,13.1473
2.19,5.7433,7.736,10.3716,13.1322
2.177,5.7587,7.7368,10.3858,13.149
2.173,5.7615,7.7506,10.3682,13.1271
2.182,5.7665,7.7283,10.3914,13.1689
2.188,5.7735,7.7245,10.3715,13.141
2.175,5.7667,7.732,10.3822,13.1552
2.185,5.749,7.722,10.37,13.1333
2.177,5.7543,7.713,10.3724,13.1423
2.179,5.7672,7.7315,10.3873,13.1471
2.168,5.7442,7.7279,10.3947,13.1371
2.171,5.7684,7.735,10.3743,13.1577
2.181,5.7707,7.7251,10.3679,13.1568
2.18,5.7524,7.718,10.3729,13.1705
2.194,5.764,7.7327,10.361,13.1382
2.19,5.7614,7.733,10.3598,13.1466
2.18,5.7685,7.7171,10.3704,13.1442
2.182,5.76,7.7286,10.3754,13.1769
2.174,5.7549,7.7328,10.3671,13.1521
2.172,5.7652,7.7319,10.3724,13.1498
2.177,5.7548,7.7271,10.3719,13.1478
2.181,5.7563,7.7099,10.3746,13.1365
2.177,5.7592,7.725,10.3738,13.1336
2.181,5.7389,7.7212,10.3785,13.1535
2.177,5.7603,7.7161,10.364,13.1621
2.185,5.7696,7.7234,10.3881,13.169
2.18,5.7619,7.7242,10.3599,13.1528
2.191,5.7597,7.724,10.3815,13.1414
2.175,5.7668,7.7174,10.3811,13.1339
2.179,5.761,7.734,10.3873,13.1389
2.164,5.7671,7.7158,10.3717,13.1681
2.178,5.7607,7.7183,10.3755,13.1678
2.172,5.764,7.715,10.3873,13.1299
2.194,5.7719,7.7305,10.3829,13.1486
2.183,5.7685,7.7297,10.3785,13.1682
2.182,5.7566,7.7176,10.3843,13.1295
2.176,5.7657,7.731,10.3739,13.1404
2.183,5.7602,7.7069,10.3834,13.1466
2.165,5.7566,7.7201,10.3841,13.1269
2.205,5.7807,7.7297,10.388,13.1705
2.188,5.7558,7.7168,10.3703,13.14
2.166,5.7575,7.7359,10.3734,13.1725
2.171,5.7562,7.7359,10.3804,13.1341
2.172,5.7638,7.7151,10.371,13.1575
2.186,5.7446,7.7194,10.3574,13.1712
2.179,5.7466,7.7277,10.3787,13.1365
2.176,5.7628,7.7181,10.369,13.1844
2.164,5.7714,7.7356,10.3816,13.181
2.175,5.7712,7.722,10.3742,13.1291
2.178,5.764,7.7223,10.3757,13.1427
2.175,5.7627,7.7309,10.3616,13.147
2.173,5.7634,7.7247,10.3873,13.1504
2.154,5.7657,7.7273,10.3839,13.1842
2.16,5.7735,7.7178,10.3807,13.1316
2.187,5.781,7.728,10.3746,13.1612
2.182,5.7737,7.719,10.386,13.1505
2.174,5.7639,7.7268,10.3724,13.1449
2.17,5.7768,7.7231,10.3837,13.1682
2.17,5.7583,7.7233,10.3699,13.1555
2.165,5.7597,7.7201,10.3743,13.1319
2.177,5.7667,7.7345,10.3926,13.1441
2.174,5.7463,7.7236,10.3565,13.1602
2.173,5.7597,7.7113,10.376,13.1443
2.196,5.7604,7.7166,10.3775,13.1532
2.172,5.7694,7.7302,10.3829,13.1543
2.175,5.7739,7.7297,10.3771,13.1403
2.186,5.7607,7.729,10.355,13.135
2.181,5.7551,7.7219,10.3749,13.1381
2.174,5.7806,7.7142,10.3725,13.1571
2.182,5.7697,7.7262,10.3678,13.1565
2.174,5.7581,7.7144,10.3688,13.1666
2.175,5.7633,7.7311,10.3706,13.186
2.173,5.7581,7.7249,10.3695,13.1658
2.169,5.7621,7.7216,10.3784,13.1482
2.174,5.773,7.7265,10.3627,13.1749
2.17,5.7571,7.7132,10.3747,13.1591
2.167,5.7678,7.7256,10.3755,13.1657
2.174,5.7535,7.7342,10.3688,13.1399
2.184,5.7603,7.7232,10.3815,13.1451
2.181,5.7749,7.717,10.371,13.1504
2.183,5.7757,7.7265,10.3681,13.1463
2.173,5.7572,7.7246,10.3868,13.1505
2.185,5.7637,7.7388,10.3643,13.1551
2.176,5.7512,7.7309,10.3687,13.1345
2.178,5.764,7.7392,10.3683,13.1773
2.18,5.7602,7.7331,10.3864,13.1472
2.182,5.7675,7.7312,10.3821,13.1671
2.174,5.7608,7.7283,10.3733,13.1194
2.172,5.7589,7.7196,10.3772,13.1543
2.181,5.7571,7.7268,10.3584,13.1369
2.197,5.768,7.7277,10.3738,13.1588
2.179,5.7502,7.7476,10.3675,13.1559
2.187,5.7575,7.7367,10.3706,13.1459
2.176,5.7482,7.7116,10.3702,13.152
2.193,5.7803,7.7218,10.3752,13.1616
2.195,5.7751,7.7183,10.3773,13.1379
2.199,5.764,7.7222,10.3761,13.1646
2.179,5.7609,7.7195,10.3598,13.1284
2.192,5.757,7.7424,10.3833,13.152
2.178,5.7616,7.722,10.3836,13.1516
2.171,5.7689,7.7296,10.3769,13.1622
2.178,5.772,7.7275,10.3742,13.1744
2.175,5.7622,7.7317,10.3815,13.1527
2.172,5.754,7.7276,10.392,13.1696
2.182,5.7626,7.7334,10.3687,13.1496
2.176,5.7607,7.7216,10.3761,13.1539
2.162,5.7552,7.7044,10.3723,13.1578
2.166,5.7496,7.7338,10.3666,13.1538
2.186,5.7535,7.7182,10.3816,13.1575
2.181,5.7652,7.7194,10.3715,13.1537
2.178,5.7694,7.7226,10.3653,13.1763
2.178,5.7612,7.7384,10.3664,13.153
2.187,5.7677,7.7265,10.38,13.1445
2.181,5.7608,7.7401,10.3643,13.1546
2.196,5.7633,7.7212,10.3685,13.1588
2.176,5.7365,7.7273,10.371,13.1585
2.177,5.7794,7.7475,10.3837,13.1843
2.184,5.7653,7.724,10.3726,13.1449
2.17,5.7608,7.7393,10.3742,13.1464
2.181,5.7655,7.7357,10.3651,13.1746
2.174,5.7578,7.7222,10.3632,13.1568
2.186,5.7653,7.7121,10.3618,13.1612
2.178,5.7698,7.7302,10.3727,13.1475
2.18,5.7812,7.7223,10.3697,13.1513
2.191,5.7593,7.7336,10.379,13.1547
2.18,5.7639,7.7335,10.3813,13.149
2.179,5.7626,7.723,10.3788,13.1726
2.193,5.7547,7.7221,10.3807,13.1646
2.166,5.7697,7.7204,10.3809,13.1532
2.169,5.7647,7.7363,10.3755,13.1579
2.187,5.7646,7.7355,10.3738,13.1527
2.188,5.7613,7.7242,10.3743,13.1545
2.188,5.7632,7.726,10.3811,13.1672
2.177,5.767,7.729,10.3665,13.154
2.175,5.7722,7.729,10.3768,13.1432
2.175,5.7668,7.7184,10.3744,13.1635
2.174,5.7493,7.7301,10.3658,13.1765
2.191,5.775,7.7212,10.3733,13.1771
2.171,5.7683,7.7297,10.3779,13.1495
2.182,5.7771,7.7241,10.362,13.1585
2.19,5.7795,7.7241,10.3688,13.1532
2.184,5.7826,7.7152,10.3793,13.1707
2.183,5.7511,7.727,10.3756,13.1534
2.189,5.7664,7.7345,10.3786,13.1574
2.174,5.763,7.7273,10.3712,13.1537
2.185,5.7684,7.7254,10.3806,13.1492
2.179,5.7578,7.7216,10.3737,13.1693
2.177,5.7622,7.7194,10.3708,13.1531
2.172,5.7615,7.7118,10.3755,13.1725
2.174,5.7776,7.7217,10.3756,13.1647
2.187,5.7748,7.7215,10.367,13.1543
2.173,5.7837,7.726,10.3758,13.1618
2.165,5.7625,7.7331,10.3748,13.1361
2.179,5.7578,7.7203,10.3787,13.1683
2.18,5.7611,7.7232,10.3852,13.1555
2.182,5.7669,7.7425,10.3892,13.1543
2.174,5.7504,7.716,10.3634,13.1669
2.186,5.7776,7.731,10.3661,13.167
2.176,5.7693,7.731,10.3791,13.1821
2.176,5.7684,7.7202,10.3679,13.1623
2.182,5.7517,7.7362,10.3726,13.162
2.176,5.7478,7.7223,10.3795,13.1469
2.174,5.7765,7.7507,10.3793,13.132
2.17,5.7628,7.7178,10.3648,13.1498
2.17,5.773,7.7341,10.3885,13.1507
2.176,5.7697,7.7256,10.3777,13.1625
2.178,5.7653,7.7077,10.3857,13.1284
2.177,5.7596,7.7192,10.3752,13.1774
2.181,5.764,7.7227,10.372,13.1471
2.174,5.7712,7.7205,10.372,13.1372
2.191,5.7803,7.7241,10.3738,13.1749
2.179,5.78,7.7229,10.3856,13.1386
2.186,5.7721,7.7249,10.3758,13.138
2.183,5.7649,7.7202,10.3697,13.1557
2.182,5.7647,7.7277,10.3751,13.1598
2.171,5.7623,7.7216,10.3639,13.1794
2.18,5.758,7.711,10.3671,13.1909
2.181,5.7492,7.726,10.371,13.1694
2.166,5.7831,7.7218,10.3752,13.1668
2.17,5.7537,7.7281,10.3731,13.1384
2.175,5.7535,7.739,10.3694,13.155
2.178,5.7564,7.7168,10.377,13.1475
2.179,5.7535,7.74,10.3725,13.167
2.17,5.7764,7.7421,10.3653,13.1454
2.179,5.7852,7.7291,10.3842,13.1611
2.176,5.7445,7.7256,10.3809,13.1517
2.166,5.755,7.7324,10.3711,13.1408
2.193,5.7707,7.7267,10.3734,13.1656
2.166,5.7616,7.7315,10.3839,13.1503
2.184,5.7494,7.7156,10.369,13.1846
2.181,5.755,7.7401,10.3873,13.1569
2.17,5.7675,7.7163,10.3673,13.1532
2.17,5.7702,7.7279,10.3664,13.1631
2.172,5.7576,7.7357,10.3803,13.163
2.171,5.7622,7.7248,10.3758,13.1512
2.174,5.7697,7.7234,10.3886,13.1636
2.178,5.7561,7.7266,10.3682,13.181
2.187,5.7734,7.7261,10.3884,13.1716
2.18,5.7615,7.7288,10.3725,13.147
2.177,5.7733,7.7288,10.3771,13.1446
2.173,5.7612,7.7329,10.3625,13.1469
2.182,5.7562,7.7306,10.3752,13.1681
2.184,5.7571,7.7269,10.3706,13.149
2.173,5.7644,7.7345,10.3759,13.1451
2.174,5.7771,7.7212,10.3682,13.1574
2.177,5.7714,7.7094,10.3941,13.164
2.172,5.761,7.7228,10.371,13.1457
2.184,5.7658,7.7135,10.3933,13.1351
2.178,5.7766,7.7351,10.3688,13.1412
2.169,5.7724,7.7278,10.3779,13.1704
2.173,5.7572,7.7335,10.377,13.1765
2.175,5.763,7.7277,10.3739,13.1824
2.178,5.7592,7.7295,10.3763,13.1585
2.179,5.758,7.7347,10.3716,13.1466
2.178,5.7669,7.7348,10.3824,13.1384
2.162,5.767,7.7272,10.3679,13.1577
2.184,5.7669,7.7142,10.3711,13.1494
2.191,5.7627,7.7403,10.3627,13.1518
2.185,5.771,7.7247,10.3801,13.1456
2.177,5.7614,7.7356,10.3648,13.1733
2.19,5.7494,7.7292,10.3725,13.1556
2.179,5.7591,7.7339,10.3802,13.1586
2.173,5.7648,7.7246,10.3689,13.1625
2.188,5.7719,7.7297,10.3781,13.1373
2.18,5.7553,7.7298,10.3835,13.1451
2.174,5.7554,7.7378,10.3815,13.1385
2.184,5.7577,7.7175,10.3795,13.1653
2.166,5.778,7.7428,10.3826,13.1556
2.171,5.7739,7.7137,10.37,13.158
2.169,5.7741,7.7305,10.3709,13.1933
2.182,5.773,7.7218,10.3725,13.1279
2.168,5.7705,7.7311,10.3756,13.1534
2.174,5.7716,7.7369,10.3656,13.1723
2.19,5.7603,7.7325,10.3741,13.1654
